Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
wdm,io.github.bonigarcia.wdm.config,Config,getEnableTracing,3,1,0,1440,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,ConfigKey,3,1,1,32,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,ConfigKey,4,1,2,36,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,ConfigKey,6,1,3,41,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,getName,3,1,0,48,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,getType,3,1,0,52,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,getValue,3,1,0,56,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,reset,3,1,0,60,0,,
wdm,io.github.bonigarcia.wdm.config,ConfigKey,setValue,3,1,1,64,0,,
wdm,io.github.bonigarcia.wdm.config,WebDriverManagerException,WebDriverManagerException,3,1,1,29,0,,
wdm,io.github.bonigarcia.wdm.config,WebDriverManagerException,WebDriverManagerException,3,1,1,33,0,,
wdm,io.github.bonigarcia.wdm.config,WebDriverManagerException,WebDriverManagerException,3,1,2,37,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,DockerContainer,14,1,1,62,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,dockerBuilder,3,1,1,79,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getImageId,3,1,0,83,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getBinds,3,1,0,87,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getEnvs,3,1,0,91,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getExposedPorts,3,1,0,95,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getExtraHosts,3,1,0,99,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getNetwork,3,1,0,103,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getCmd,3,1,0,107,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getEntryPoint,3,1,0,111,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getMounts,3,1,0,115,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getContainerId,3,1,0,119,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setContainerId,3,1,1,123,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getContainerUrl,3,1,0,127,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setContainerUrl,3,1,1,131,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,isPrivileged,3,1,0,135,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,isSysadmin,3,1,0,139,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getShmSize,3,1,0,143,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getGateway,3,1,0,147,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setGateway,3,1,1,151,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getAddress,3,1,0,155,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setAddress,3,1,1,159,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getVncPort,3,1,0,163,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setVncPort,3,1,1,167,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getVncAddress,3,1,0,171,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setVncAddress,3,1,1,175,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getSessionId,3,1,0,179,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setSessionId,3,1,1,183,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getBrowserName,3,1,0,187,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setBrowserName,3,1,1,191,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,getRecordingPath,3,1,0,195,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerContainer,setRecordingPath,3,1,1,199,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,DockerHost,22,2,2,55,0,io.github.bonigarcia.wdm.docker.DockerHost,io.github.bonigarcia.wdm.docker.DockerHost
wdm,io.github.bonigarcia.wdm.docker,DockerHost,endpoint,3,1,0,82,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,host,3,1,0,86,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,uri,3,1,0,90,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,bindUri,3,1,0,94,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,port,3,1,0,98,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,address,3,1,0,102,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,dockerCertPath,3,1,0,106,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,fromEnv,5,1,0,110,0,io.github.bonigarcia.wdm.docker.DockerHost,io.github.bonigarcia.wdm.docker.DockerHost
wdm,io.github.bonigarcia.wdm.docker,DockerHost,from,3,1,2,116,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,defaultDockerEndpoint,13,3,0,120,0,io.github.bonigarcia.wdm.docker.DockerHost,io.github.bonigarcia.wdm.docker.DockerHost
wdm,io.github.bonigarcia.wdm.docker,DockerHost,endpointFromEnv,7,2,0,132,0,io.github.bonigarcia.wdm.docker.DockerHost,io.github.bonigarcia.wdm.docker.DockerHost
wdm,io.github.bonigarcia.wdm.docker,DockerHost,defaultUnixEndpoint,3,1,0,140,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,defaultWindowsEndpoint,3,1,0,144,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,defaultAddress,3,1,0,148,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,defaultPort,3,1,0,152,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,portFromEnv,12,2,0,156,0,io.github.bonigarcia.wdm.docker.DockerHost,io.github.bonigarcia.wdm.docker.DockerHost
wdm,io.github.bonigarcia.wdm.docker,DockerHost,defaultCertPath,4,1,0,168,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,certPathFromEnv,3,1,0,173,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHost,configPathFromEnv,3,1,0,177,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHubService,DockerHubService,4,1,2,54,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHubService,listTags,25,2,1,59,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerHubTags,getResults,3,1,0,36,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,DockerService,11,2,3,104,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,createDockerClient,5,1,0,119,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,getDockerClient,10,2,1,127,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,getHost,8,2,2,143,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,isCommandResultPresent,5,1,1,154,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,isRunningInsideDocker,3,1,0,160,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,getDefaultHost,3,1,0,165,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,getGateway,7,2,2,170,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,getAddress,3,1,2,179,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,startContainer,63,11,1,184,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,execCommandInContainer,21,1,2,266,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,onNext,4,1,1,276,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,getBindPort,31,4,2,292,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,pullImageIfNecessary,17,3,3,335,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,stopAndRemoveContainer,12,1,1,359,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,stopContainer,11,2,1,373,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,removeContainer,10,2,1,387,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,close,3,1,0,398,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,updateDockerClient,4,1,1,402,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,getImageVersionFromDockerHub,0,10,5,407,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,getMinusIndex,7,2,1,497,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,getDockerImage,0,3,3,507,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,getDockerImageFormat,13,3,2,531,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,isBrowserVersionWildCard,3,1,1,544,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,isBrowserVersionBetaOrDev,3,1,1,549,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,isBrowserVersionLatestMinus,3,1,1,554,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,getPrefixedDockerImage,8,2,1,558,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,startNoVncContainer,25,1,4,567,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,startBrowserContainer,64,8,4,613,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,isHost,3,1,1,711,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,isChromeAllowedOrigins,7,2,2,715,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,startRecorderContainer,26,2,4,725,0,io.github.bonigarcia.wdm.docker.DockerService,io.github.bonigarcia.wdm.docker.DockerService
wdm,io.github.bonigarcia.wdm.docker,DockerService,getRecordingPath,19,3,1,771,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,getVersionFromImage,3,1,1,796,0,,
wdm,io.github.bonigarcia.wdm.docker,DockerService,getDockerClient,3,1,0,800,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getDriverManagerType,3,1,0,61,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getDriverName,3,1,0,66,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getDriverVersion,3,1,0,71,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getBrowserVersion,3,1,0,76,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,setDriverVersion,3,1,1,81,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,setBrowserVersion,3,1,1,86,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getDriverUrl,3,1,0,91,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getMirrorUrl,3,1,0,96,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getExportParameter,3,1,0,101,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,setDriverUrl,3,1,1,106,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getDriverUrls,18,2,1,111,0,io.github.bonigarcia.wdm.managers.ChromeDriverManager,io.github.bonigarcia.wdm.managers.ChromeDriverManager
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getLatestDriverVersionFromRepository,8,2,0,131,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getVersionCharset,3,1,0,140,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getNamespaceContext,3,1,0,145,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,buildUrl,3,1,1,150,0,io.github.bonigarcia.wdm.managers.ChromeDriverManager,io.github.bonigarcia.wdm.managers.ChromeDriverManager
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,buildUrl,30,5,2,155,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,getCapabilities,17,1,0,190,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,browserInDockerAndroid,5,1,0,208,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromeDriverManager,exportParameter,4,1,1,215,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromiumDriverManager,getDriverManagerType,3,1,0,37,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromiumDriverManager,getDriverVersion,3,1,0,42,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromiumDriverManager,getBrowserVersion,3,1,0,47,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromiumDriverManager,setDriverVersion,3,1,1,52,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromiumDriverManager,setBrowserVersion,3,1,1,57,0,,
wdm,io.github.bonigarcia.wdm.managers,ChromiumDriverManager,getCapabilities,8,2,0,62,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getDriverManagerType,3,1,0,58,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getDriverName,3,1,0,63,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getShortDriverName,3,1,0,68,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getDriverVersion,3,1,0,73,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getBrowserVersion,3,1,0,78,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,setDriverVersion,3,1,1,83,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,setBrowserVersion,3,1,1,88,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getDriverUrl,3,1,0,93,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getMirrorUrl,3,1,0,98,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getExportParameter,3,1,0,103,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,setDriverUrl,3,1,1,108,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getDriverUrls,3,1,1,113,0,io.github.bonigarcia.wdm.managers.EdgeDriverManager,io.github.bonigarcia.wdm.managers.EdgeDriverManager
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,postDownload,19,4,1,120,0,io.github.bonigarcia.wdm.managers.EdgeDriverManager,io.github.bonigarcia.wdm.managers.EdgeDriverManager
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getLatestDriverVersionFromRepository,8,2,0,145,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getVersionCharset,3,1,0,154,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getLatestVersionLabel,3,1,0,159,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getOsLabel,0,3,0,164,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,buildUrl,3,1,1,181,0,io.github.bonigarcia.wdm.managers.EdgeDriverManager,io.github.bonigarcia.wdm.managers.EdgeDriverManager
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,buildUrl,22,3,2,186,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,getCapabilities,17,1,0,214,0,,
wdm,io.github.bonigarcia.wdm.managers,EdgeDriverManager,exportParameter,4,1,1,233,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getDriverManagerType,3,1,0,47,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getDriverName,3,1,0,52,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getDriverVersion,3,1,0,57,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getBrowserVersion,3,1,0,62,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,setDriverVersion,3,1,1,67,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,setBrowserVersion,3,1,1,72,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getDriverUrl,3,1,0,77,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getMirrorUrl,3,1,0,82,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getExportParameter,3,1,0,87,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,setDriverUrl,3,1,1,92,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getDriverUrls,12,3,1,97,0,io.github.bonigarcia.wdm.managers.FirefoxDriverManager,io.github.bonigarcia.wdm.managers.FirefoxDriverManager
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getLatestDriverVersionFromRepository,8,2,0,110,0,io.github.bonigarcia.wdm.managers.FirefoxDriverManager,io.github.bonigarcia.wdm.managers.FirefoxDriverManager
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getCurrentVersion,9,2,1,119,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getDriverVersionFromRepository,18,3,1,131,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,getCapabilities,3,1,0,162,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,postDownload,8,2,1,167,0,,
wdm,io.github.bonigarcia.wdm.managers,FirefoxDriverManager,exportParameter,4,1,1,180,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getDriverManagerType,3,1,0,47,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getDriverName,3,1,0,52,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getDriverVersion,3,1,0,56,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getBrowserVersion,3,1,0,61,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,setDriverVersion,3,1,1,66,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,setBrowserVersion,2,1,1,71,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getDriverUrl,3,1,0,76,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getMirrorUrl,3,1,0,81,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getExportParameter,3,1,0,86,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,setDriverUrl,3,1,1,91,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getDriverUrls,5,1,1,96,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getBrowserVersionFromTheShell,3,1,0,103,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getDriverVersionFromRepository,3,1,1,108,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getNamespaceContext,3,1,0,114,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getBrowserPath,3,1,0,119,0,io.github.bonigarcia.wdm.managers.InternetExplorerDriverManager,io.github.bonigarcia.wdm.managers.InternetExplorerDriverManager
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getCapabilities,3,1,0,126,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,getCurrentVersion,5,1,1,131,0,,
wdm,io.github.bonigarcia.wdm.managers,InternetExplorerDriverManager,exportParameter,4,1,1,138,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getDriverManagerType,3,1,0,56,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getDriverName,3,1,0,61,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getDriverVersion,3,1,0,66,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getBrowserVersion,3,1,0,71,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,setDriverVersion,3,1,1,76,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,setBrowserVersion,3,1,1,81,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getDriverUrl,3,1,0,86,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getMirrorUrl,3,1,0,91,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getExportParameter,3,1,0,96,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,setDriverUrl,3,1,1,101,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getLatestDriverVersionFromRepository,8,2,0,106,0,io.github.bonigarcia.wdm.managers.OperaDriverManager,io.github.bonigarcia.wdm.managers.OperaDriverManager
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getCurrentVersion,16,3,1,115,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getDriverUrls,12,3,1,134,0,io.github.bonigarcia.wdm.managers.OperaDriverManager,io.github.bonigarcia.wdm.managers.OperaDriverManager
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,postDownload,35,4,1,148,0,io.github.bonigarcia.wdm.managers.OperaDriverManager,io.github.bonigarcia.wdm.managers.OperaDriverManager
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getDriverVersionFromRepository,17,2,1,191,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,getCapabilities,10,3,0,220,0,,
wdm,io.github.bonigarcia.wdm.managers,OperaDriverManager,exportParameter,4,1,1,232,0,,
wdm,io.github.bonigarcia.wdm.managers,SafariDriverManager,getDriverManagerType,3,1,0,39,0,,
wdm,io.github.bonigarcia.wdm.managers,SafariDriverManager,getDriverName,3,1,0,44,0,,
wdm,io.github.bonigarcia.wdm.managers,SafariDriverManager,manage,3,1,1,49,0,,
wdm,io.github.bonigarcia.wdm.managers,SafariDriverManager,getCapabilities,3,1,0,55,0,,
wdm,io.github.bonigarcia.wdm.managers,SafariDriverManager,getBrowserVersion,3,1,0,60,0,,
wdm,io.github.bonigarcia.wdm.managers,SafariDriverManager,setBrowserVersion,3,1,1,65,0,,
wdm,io.github.bonigarcia.wdm.managers,VoidDriverManager,getDriverUrls,3,1,1,38,0,,
wdm,io.github.bonigarcia.wdm.managers,VoidDriverManager,getBrowserVersionFromTheShell,3,1,0,43,0,,
wdm,io.github.bonigarcia.wdm.managers,VoidDriverManager,getDriverVersion,3,1,0,48,0,,
wdm,io.github.bonigarcia.wdm.managers,VoidDriverManager,getDriverUrl,3,1,0,53,0,,
